session_id,attempt_number,guess,correct_letters,correct_positions
2784a90fb0297d8541b1,1,BAIXO,1,0
2784a90fb0297d8541b1,2,MUITO,1,1
2784a90fb0297d8541b1,3,XEQUE,0,1
2784a90fb0297d8541b1,4,MEIOS,0,2
2784a90fb0297d8541b1,5,OUTRA,1,1
2784a90fb0297d8541b1,6,OLHOS,1,0
971a55af63bd4da4b31a,1,FILHO,0,3
971a55af63bd4da4b31a,2,NEGRO,1,1
971a55af63bd4da4b31a,3,VINHO,0,5
db030133604bf48edd14,1,RISCO,0,0
db030133604bf48edd14,2,BRADO,0,0
db030133604bf48edd14,3,NUVEM,0,5
7582d3983d53e7747519,1,BEIRA,1,0
7582d3983d53e7747519,2,CORVO,0,5
b67543f0d8749a20bda3,1,IMÓVE,3,0
b67543f0d8749a20bda3,2,HAVIA,1,1
b67543f0d8749a20bda3,3,HERÓI,0,5
fb45f5ee8715b0b65454,1,RISCO,0,1
fb45f5ee8715b0b65454,2,ESTÃO,2,1
fb45f5ee8715b0b65454,3,ONDAS,1,0
fb45f5ee8715b0b65454,4,PODER,3,0
fb45f5ee8715b0b65454,5,GREVE,1,0
fb45f5ee8715b0b65454,6,AINDA,0,0
28749b04e19a30073194,1,PRETO,0,5
d4698051636e3d85e15a,1,FILHO,0,1
d4698051636e3d85e15a,2,HAVIA,0,0
d4698051636e3d85e15a,3,XAMPU,0,2
d4698051636e3d85e15a,4,MUNDO,1,1
d4698051636e3d85e15a,5,POMBO,1,2
d4698051636e3d85e15a,6,HAVIA,0,0
17a015c3fb644d83ef1e,1,GRUPO,0,0
17a015c3fb644d83ef1e,2,IDADE,1,0
17a015c3fb644d83ef1e,3,BRADO,1,0
17a015c3fb644d83ef1e,4,OUTRA,0,1
17a015c3fb644d83ef1e,5,IRÔNI,0,0
17a015c3fb644d83ef1e,6,TEMPO,0,0
21e3081a6740b26615b6,1,MILHO,0,1
21e3081a6740b26615b6,2,VENTO,0,5
8d52abc93325c463ecdd,1,MILHO,0,1
8d52abc93325c463ecdd,2,CORVO,0,5
ec42b4d5645245e3de9a,1,RAIVA,1,0
ec42b4d5645245e3de9a,2,MORRO,0,5
5c6a05b2bf343056b75c,1,NEGRO,1,1
5c6a05b2bf343056b75c,2,CORVO,0,5
6f561b41067326115648,1,NEGRO,1,1
6f561b41067326115648,2,POMBO,0,0
6f561b41067326115648,3,OFERT,2,0
6f561b41067326115648,4,TUMOR,1,0
6f561b41067326115648,5,IGUAL,1,0
6f561b41067326115648,6,IDADE,2,0
90f4201d34224ac8f56c,1,FRACO,0,5
ed68e3a0e97fed4b3061,1,CORTE,1,0
ed68e3a0e97fed4b3061,2,MUNDO,2,1
ed68e3a0e97fed4b3061,3,ELETR,1,0
ed68e3a0e97fed4b3061,4,VERBO,2,0
ed68e3a0e97fed4b3061,5,COURO,1,0
ed68e3a0e97fed4b3061,6,GESTO,1,0
416fd40fb63fff09622b,1,TEMPO,0,1
416fd40fb63fff09622b,2,MUNDO,0,1
416fd40fb63fff09622b,3,BARCO,0,5
8cfc8ce24b3c6a4476bc,1,XAMPU,1,0
8cfc8ce24b3c6a4476bc,2,GRADE,3,0
8cfc8ce24b3c6a4476bc,3,IDEIA,0,5
4832c61144de8867bbb0,1,SOPRO,0,1
4832c61144de8867bbb0,2,WAGON,2,0
4832c61144de8867bbb0,3,OUTRA,1,0
4832c61144de8867bbb0,4,FICHA,0,1
4832c61144de8867bbb0,5,FALSO,0,1
4832c61144de8867bbb0,6,ABRIR,1,0
042d15a19ccff26cb1b8,1,ZUMBI,0,1
042d15a19ccff26cb1b8,2,HERÓI,0,5
a578d893c8c5d1263683,1,FALHA,0,5
b7d9180332f0dbab5a38,1,UNIDO,2,1
b7d9180332f0dbab5a38,2,VIRAR,0,1
b7d9180332f0dbab5a38,3,VAZIO,1,1
b7d9180332f0dbab5a38,4,TEMPO,0,1
b7d9180332f0dbab5a38,5,UNIDO,2,1
b7d9180332f0dbab5a38,6,AUTOR,1,0
081d2a207cd9b38fe994,1,PRATO,0,5
9e16e7e20e470b051900,1,DEVEM,0,1
9e16e7e20e470b051900,2,HERÓI,0,5
e74d902cd3e1c832cfcc,1,NOBRE,2,0
e74d902cd3e1c832cfcc,2,NERVO,0,2
e74d902cd3e1c832cfcc,3,DELTA,1,1
e74d902cd3e1c832cfcc,4,VERBO,0,2
e74d902cd3e1c832cfcc,5,MAGRO,1,1
e74d902cd3e1c832cfcc,6,INVÉS,0,0
5ea6d8df1015bbe2a488,1,GESTO,1,0
5ea6d8df1015bbe2a488,2,UNIDO,1,0
5ea6d8df1015bbe2a488,3,XEQUE,0,1
5ea6d8df1015bbe2a488,4,SUAVE,0,1
5ea6d8df1015bbe2a488,5,GRUPO,0,0
5ea6d8df1015bbe2a488,6,SENDO,1,0
8507480b9fe33c40b73b,1,FICHA,2,0
8507480b9fe33c40b73b,2,SABOR,1,0
8507480b9fe33c40b73b,3,BAIXO,1,0
8507480b9fe33c40b73b,4,USADO,0,0
8507480b9fe33c40b73b,5,SOBRE,2,0
8507480b9fe33c40b73b,6,XEQUE,0,1
d7164c1353e3459815af,1,MOLHO,0,1
d7164c1353e3459815af,2,FRACO,0,5
73c2ec1959c7ed62ab48,1,PRATO,0,5
1c394cd5c1293580f368,1,HABIT,1,0
1c394cd5c1293580f368,2,HASTE,0,0
1c394cd5c1293580f368,3,LANCE,1,0
1c394cd5c1293580f368,4,QUERO,0,1
1c394cd5c1293580f368,5,ETAPA,0,0
1c394cd5c1293580f368,6,LUGAR,0,0
5b9084dca85a3e3dacf0,1,VAZIO,1,0
5b9084dca85a3e3dacf0,2,LANCE,1,1
5b9084dca85a3e3dacf0,3,VAZIO,1,0
5b9084dca85a3e3dacf0,4,SENDO,1,0
5b9084dca85a3e3dacf0,5,CESTA,1,1
5b9084dca85a3e3dacf0,6,OFERT,1,0
32d060aae1597788f7e3,1,METOD,1,0
32d060aae1597788f7e3,2,ZEBRA,2,0
32d060aae1597788f7e3,3,NUNCA,1,0
32d060aae1597788f7e3,4,RAIVA,0,1
32d060aae1597788f7e3,5,ÚNICO,0,1
32d060aae1597788f7e3,6,FALSO,0,2
c8b18de1a9503ad24db1,1,ZUMBI,0,0
c8b18de1a9503ad24db1,2,VENTO,0,5
9fd872cfcca0123e9a12,1,NUVEM,0,5
8a1fc3f3731b9b2c95b0,1,LAZER,1,0
8a1fc3f3731b9b2c95b0,2,PACTO,2,1
8a1fc3f3731b9b2c95b0,3,TROCO,0,5
7aba116a256d454160b0,1,JUSTO,2,1
7aba116a256d454160b0,2,CRISE,1,0
7aba116a256d454160b0,3,JOGOS,0,5
61b82454bf0ba90b03a3,1,MUNDO,1,1
61b82454bf0ba90b03a3,2,CARTA,0,2
61b82454bf0ba90b03a3,3,PODER,2,0
61b82454bf0ba90b03a3,4,PRAZO,2,1
61b82454bf0ba90b03a3,5,ACHAR,2,0
61b82454bf0ba90b03a3,6,BANHO,0,2
244477e80fdc958b4280,1,IMÓVE,0,0
244477e80fdc958b4280,2,TOTAL,2,0
244477e80fdc958b4280,3,FRACO,0,5
1c8710758661325d1a2d,1,FILME,0,5
1e901ec9884745190dae,1,LAPSO,1,1
1e901ec9884745190dae,2,FALHA,0,5
d3b577ac9e75f19566a0,1,NIXÃO,0,5
082cbf3d53d59c653d7b,1,QUASE,2,0
082cbf3d53d59c653d7b,2,CESTA,0,3
082cbf3d53d59c653d7b,3,CASCA,0,5
55ce4cabe914b4e81413,1,CIÚME,0,5
2517a8a8a6715f5af61f,1,TEMPO,0,1
2517a8a8a6715f5af61f,2,BRADO,1,1
2517a8a8a6715f5af61f,3,CORVO,0,5
07c7d34d8a0b461f05fb,1,MAGRO,0,1
07c7d34d8a0b461f05fb,2,SENDO,0,2
07c7d34d8a0b461f05fb,3,LANCE,0,1
07c7d34d8a0b461f05fb,4,BRADO,0,1
07c7d34d8a0b461f05fb,5,SUAVE,1,0
07c7d34d8a0b461f05fb,6,HAVIA,3,0
bce4996b885fd26fa243,1,ZUMBI,0,0
bce4996b885fd26fa243,2,DISSE,0,0
bce4996b885fd26fa243,3,OLHOS,1,0
bce4996b885fd26fa243,4,SOPRO,2,1
bce4996b885fd26fa243,5,RIDGO,1,1
bce4996b885fd26fa243,6,FICHA,1,0
07bdaf2dd1d0c392a69a,1,BANCO,0,0
07bdaf2dd1d0c392a69a,2,DEVEM,0,1
07bdaf2dd1d0c392a69a,3,LAZER,2,0
07bdaf2dd1d0c392a69a,4,ELETR,2,0
07bdaf2dd1d0c392a69a,5,AUTOR,1,0
07bdaf2dd1d0c392a69a,6,ELETR,2,0
aa12d47e6f15ea34590a,1,PRAIA,0,5
18e9a31c2ed68cf06fe9,1,FRACO,0,5
ea15972db9cccb6afba2,1,IMAGE,1,0
ea15972db9cccb6afba2,2,VERBO,1,0
ea15972db9cccb6afba2,3,JOGOS,0,5
ed011716695e2b7677ae,1,UNIDO,2,1
ed011716695e2b7677ae,2,JOGAR,1,0
ed011716695e2b7677ae,3,DADOS,1,0
ed011716695e2b7677ae,4,XEQUE,1,0
ed011716695e2b7677ae,5,CORTE,1,0
ed011716695e2b7677ae,6,ZEBRA,0,0
04a13ebcab221f7563f7,1,ESCOA,2,0
04a13ebcab221f7563f7,2,SONHO,0,5
4d52ab1fbad0d6a54147,1,IRÔNI,1,1
4d52ab1fbad0d6a54147,2,VERSO,1,0
4d52ab1fbad0d6a54147,3,GUETO,0,0
4d52ab1fbad0d6a54147,4,ULTRA,1,1
4d52ab1fbad0d6a54147,5,DOBRA,1,1
4d52ab1fbad0d6a54147,6,TROÇA,0,2
af6195b3e50574bc54ba,1,WAGON,0,0
af6195b3e50574bc54ba,2,CIÚME,0,5
b630be12736f1cf3791d,1,FALSO,1,1
b630be12736f1cf3791d,2,PAPEL,0,1
b630be12736f1cf3791d,3,CASCA,0,5
316924e7435d469e211d,1,ORDEM,1,0
316924e7435d469e211d,2,HABIT,0,0
316924e7435d469e211d,3,JOGOS,0,5
490470c4dbaea1fd46f5,1,TROÇA,1,0
490470c4dbaea1fd46f5,2,HERÓI,0,5
46d576f433ab88adeb06,1,METAL,0,5
6c8bbc22d77d562fff2d,1,SOPRO,0,0
6c8bbc22d77d562fff2d,2,NUVEM,0,5
0e2b0144153dd6f32ed5,1,MUITO,0,1
0e2b0144153dd6f32ed5,2,BARCO,0,5
e3b076801d914664d83e,1,PRAZO,0,0
e3b076801d914664d83e,2,SOPRO,0,0
e3b076801d914664d83e,3,CIÚME,0,5
c1501a3c8c730030f672,1,TROCO,0,5
5ab0beb73663c518fead,1,QUERO,1,0
5ab0beb73663c518fead,2,FILME,0,5
1c70cce45dd92099d6ca,1,WAGON,1,0
1c70cce45dd92099d6ca,2,TECLA,1,0
1c70cce45dd92099d6ca,3,CORVO,0,5
62ef2769372e40a973ff,1,JOGAR,0,0
62ef2769372e40a973ff,2,DOBRA,0,0
62ef2769372e40a973ff,3,RUÍDO,0,1
62ef2769372e40a973ff,4,RISCO,0,0
62ef2769372e40a973ff,5,MANGA,2,0
62ef2769372e40a973ff,6,HAVIA,0,1
4fea616adc0240a043a4,1,ESTÃO,2,0
4fea616adc0240a043a4,2,VAPOR,0,1
4fea616adc0240a043a4,3,HABIT,0,0
4fea616adc0240a043a4,4,HAVIA,0,0
4fea616adc0240a043a4,5,FICHA,0,0
4fea616adc0240a043a4,6,LEITE,0,0
9030c60d538c1156e968,1,GANHO,0,2
9030c60d538c1156e968,2,PAZÃO,0,5
6e32a2f8598171911b58,1,BOLSO,1,1
6e32a2f8598171911b58,2,ISOLA,3,0
6e32a2f8598171911b58,3,DISSE,0,0
6e32a2f8598171911b58,4,MEIOS,1,0
6e32a2f8598171911b58,5,SENDO,0,1
6e32a2f8598171911b58,6,ENTRE,1,0
ccfce0270800d7f42e4a,1,PAZÃO,0,5
0b52ebf8de7a51f8ba4e,1,ORDEM,2,0
0b52ebf8de7a51f8ba4e,2,TUMOR,2,0
0b52ebf8de7a51f8ba4e,3,CORVO,0,5
90e979777602193fec40,1,METOD,2,0
90e979777602193fec40,2,SALVO,1,1
90e979777602193fec40,3,PAPEL,1,1
90e979777602193fec40,4,OUVIU,1,0
90e979777602193fec40,5,HUMOR,2,0
90e979777602193fec40,6,DEVEM,0,0
415d6a04f33ac0e5aeaf,1,PRATO,0,5
4208a4f858939d8e9dd5,1,VIRAR,2,0
4208a4f858939d8e9dd5,2,ESCOA,1,1
4208a4f858939d8e9dd5,3,ELETR,0,1
4208a4f858939d8e9dd5,4,ESTÃO,1,0
4208a4f858939d8e9dd5,5,FLUXO,0,0
4208a4f858939d8e9dd5,6,AINDA,2,1
299699db29f8037722fa,1,PRAIA,0,5
04a0b2347fc1307d136e,1,SUAVE,2,0
04a0b2347fc1307d136e,2,IDEIA,0,5
e51936965689b23e79d8,1,HERÓI,0,5
d054535ef0027d000e01,1,MILHO,0,1
d054535ef0027d000e01,2,RISCO,1,2
d054535ef0027d000e01,3,BAIXO,1,1
d054535ef0027d000e01,4,MILHO,0,1
d054535ef0027d000e01,5,URGIR,0,1
d054535ef0027d000e01,6,LAZER,2,0
6603ee9a00b2e68fb155,1,NOVAS,2,0
6603ee9a00b2e68fb155,2,SOPRO,1,1
6603ee9a00b2e68fb155,3,LARGO,0,5
798e479b7b9104791724,1,ETAPA,2,1
798e479b7b9104791724,2,SOPRO,2,1
798e479b7b9104791724,3,OUVIU,1,0
798e479b7b9104791724,4,LUGAR,2,0
798e479b7b9104791724,5,USADO,0,2
798e479b7b9104791724,6,JUÍZO,0,1
70c1192d18e5f73466f2,1,PAPEL,0,1
70c1192d18e5f73466f2,2,NOVAS,2,0
70c1192d18e5f73466f2,3,ETAPA,1,0
70c1192d18e5f73466f2,4,POMBO,1,1
70c1192d18e5f73466f2,5,LUGAR,2,0
70c1192d18e5f73466f2,6,SENDO,0,1
6ec3f7645395f1a8ecf3,1,PACTO,0,2
6ec3f7645395f1a8ecf3,2,VENTO,0,5
c47d6747e72e44d9a8c1,1,VENTO,0,5
761e10e597a2dfb53456,1,GANHO,1,0
761e10e597a2dfb53456,2,NUVEM,0,5
1d99911f67f3cb04e675,1,RASGO,0,1
1d99911f67f3cb04e675,2,OUVIU,0,0
1d99911f67f3cb04e675,3,SENDO,1,1
1d99911f67f3cb04e675,4,COURO,0,0
1d99911f67f3cb04e675,5,HAVIA,0,2
1d99911f67f3cb04e675,6,HUMOR,0,0
e0cf70f6c05e4102f061,1,NERVO,0,2
e0cf70f6c05e4102f061,2,TERNO,0,2
e0cf70f6c05e4102f061,3,DEVEM,0,1
e0cf70f6c05e4102f061,4,FARSA,0,1
e0cf70f6c05e4102f061,5,PACTO,0,0
e0cf70f6c05e4102f061,6,NEGRO,1,1
9708a99d65979454cb55,1,QUERO,1,1
9708a99d65979454cb55,2,FILHO,1,1
9708a99d65979454cb55,3,BEIRA,2,0
9708a99d65979454cb55,4,RASGO,1,3
9708a99d65979454cb55,5,OLHOS,2,0
9708a99d65979454cb55,6,BANCO,0,2
a082149540fd2ce59e79,1,SENDO,0,1
a082149540fd2ce59e79,2,TERNO,1,1
a082149540fd2ce59e79,3,FRACO,0,5
9cf1fb7f715abb4c5e54,1,PRAZO,1,1
9cf1fb7f715abb4c5e54,2,CORVO,0,5
db05e35422030e9ceb83,1,TUMOR,1,0
db05e35422030e9ceb83,2,DISSE,0,2
db05e35422030e9ceb83,3,FALSO,0,2
db05e35422030e9ceb83,4,XEQUE,0,1
db05e35422030e9ceb83,5,URGIR,1,0
db05e35422030e9ceb83,6,LANCE,1,1
02b2b99de53bcae3c23c,1,VAZIO,1,1
02b2b99de53bcae3c23c,2,BRADO,2,0
02b2b99de53bcae3c23c,3,FALSO,1,0
02b2b99de53bcae3c23c,4,VERSO,1,0
02b2b99de53bcae3c23c,5,RAIVA,1,1
02b2b99de53bcae3c23c,6,MILHO,1,0
1d0190fb124357d0a131,1,PRATO,0,5
22f739050bf1004d457b,1,VAPOR,3,0
22f739050bf1004d457b,2,BOLSO,0,1
22f739050bf1004d457b,3,TEMPO,0,1
22f739050bf1004d457b,4,PEIXE,0,0
22f739050bf1004d457b,5,YOGUR,2,0
22f739050bf1004d457b,6,CIRCO,1,2
2a80da1a35654c17bde0,1,PRAIA,0,5
03049c20b682defb0205,1,TUMOR,0,0
03049c20b682defb0205,2,DISSE,3,0
03049c20b682defb0205,3,PACTO,1,0
03049c20b682defb0205,4,FAZER,2,0
03049c20b682defb0205,5,SENDO,2,0
03049c20b682defb0205,6,SENDO,2,0
9af8226304c074a27a34,1,GENRO,0,5
824ce077938268a2ef85,1,RAIVA,2,0
824ce077938268a2ef85,2,ABRIR,2,0
824ce077938268a2ef85,3,SIGNO,0,1
824ce077938268a2ef85,4,MUNDO,0,1
824ce077938268a2ef85,5,CALOR,3,0
824ce077938268a2ef85,6,CRISE,0,1
396a34704a0e8f334594,1,OUTRA,3,0
396a34704a0e8f334594,2,SOPRO,1,1
396a34704a0e8f334594,3,FRACO,0,5
1041a614bd3084a0b399,1,GESTO,0,1
1041a614bd3084a0b399,2,PLANO,0,5
37fd8199e43163f48dc4,1,LAPSO,0,1
37fd8199e43163f48dc4,2,VINHO,0,5
dd383e7b65bc646d782e,1,DOBRA,0,1
dd383e7b65bc646d782e,2,ELETR,0,0
dd383e7b65bc646d782e,3,CASCA,0,5
0b2720951b00dd17b5de,1,METOD,2,0
0b2720951b00dd17b5de,2,NUVEM,0,5
aea8c0072f5fc7ef48d8,1,NUVEM,0,5
cad09f56aa7a4fb8b79a,1,RAIVA,1,0
cad09f56aa7a4fb8b79a,2,NUVEM,0,5
c5e6a01fc8a6366f3e3a,1,VALOR,2,0
c5e6a01fc8a6366f3e3a,2,IGUAL,2,0
c5e6a01fc8a6366f3e3a,3,PRAIA,0,5
c2a2081b0a6f3f4c3704,1,TROÇA,0,0
c2a2081b0a6f3f4c3704,2,NUVEM,0,5
fa79bd75254fe23dd824,1,NUVEM,0,5
edc98da6f29b54c5fcec,1,SENDO,0,1
edc98da6f29b54c5fcec,2,HUMOR,2,0
edc98da6f29b54c5fcec,3,FRACO,0,5
a16a6668ebc2aa1d669a,1,FALSO,0,1
a16a6668ebc2aa1d669a,2,JUSTO,0,2
a16a6668ebc2aa1d669a,3,JUÍZO,0,1
a16a6668ebc2aa1d669a,4,ULTRA,2,0
a16a6668ebc2aa1d669a,5,TROÇA,2,1
a16a6668ebc2aa1d669a,6,IDADE,1,0
bbdb0653fb3ae8217a68,1,YOGUR,0,0
bbdb0653fb3ae8217a68,2,BANHO,1,0
bbdb0653fb3ae8217a68,3,JARRA,0,1
bbdb0653fb3ae8217a68,4,DOBRA,1,1
bbdb0653fb3ae8217a68,5,TERNO,1,0
bbdb0653fb3ae8217a68,6,AGORA,0,1
fcdcfc047bfb64cc161b,1,LENTO,1,0
fcdcfc047bfb64cc161b,2,DADOS,2,0
fcdcfc047bfb64cc161b,3,BAIXO,2,0
fcdcfc047bfb64cc161b,4,MUNDO,1,0
fcdcfc047bfb64cc161b,5,CALOR,1,0
fcdcfc047bfb64cc161b,6,FALAR,1,0
8d41939d2f032b7499be,1,TEMPO,0,5
27f9bc9d3ada2e89f598,1,PRETO,0,5
14f70caac118e10fc596,1,HERÓI,0,5
d0dac0b856f8a126c2b8,1,JOGAR,0,1
d0dac0b856f8a126c2b8,2,SONHO,0,5
66cccf2742c53ca92111,1,DELTA,0,2
66cccf2742c53ca92111,2,VENTO,0,5
743e7d53966151d323fd,1,LAZER,2,0
743e7d53966151d323fd,2,CALOR,2,0
743e7d53966151d323fd,3,PRETO,0,5
e5502aac72af6f651953,1,ACIMA,0,0
e5502aac72af6f651953,2,SOBRE,3,0
e5502aac72af6f651953,3,SABER,2,0
e5502aac72af6f651953,4,TROÇA,2,1
e5502aac72af6f651953,5,MUNDO,0,1
e5502aac72af6f651953,6,ZUMBI,0,0
bb86f5efdc810420d049,1,MUITO,1,1
bb86f5efdc810420d049,2,HERÓI,1,0
bb86f5efdc810420d049,3,POMBO,1,1
bb86f5efdc810420d049,4,GRUPO,0,2
bb86f5efdc810420d049,5,FILHO,0,1
bb86f5efdc810420d049,6,MANGA,0,0
b2e41074944032255903,1,JARRA,1,0
b2e41074944032255903,2,SALVO,2,0
b2e41074944032255903,3,NUNCA,1,0
b2e41074944032255903,4,DELTA,3,1
b2e41074944032255903,5,XEROX,0,1
b2e41074944032255903,6,LAZER,3,0
fc6e51789845c9b5f4cc,1,YOGUR,1,1
fc6e51789845c9b5f4cc,2,ETAPA,0,0
fc6e51789845c9b5f4cc,3,ABRIR,0,1
fc6e51789845c9b5f4cc,4,FLUXO,0,1
fc6e51789845c9b5f4cc,5,SOPRO,1,2
fc6e51789845c9b5f4cc,6,NUNCA,1,0
a92decdaaf5dd7799c43,1,VIRAR,1,0
a92decdaaf5dd7799c43,2,TECLA,1,0
a92decdaaf5dd7799c43,3,RISCO,0,1
a92decdaaf5dd7799c43,4,NUVEM,0,0
a92decdaaf5dd7799c43,5,PAPEL,0,2
a92decdaaf5dd7799c43,6,OUVIU,1,0
873d3c66045233d27583,1,VAZIO,1,1
873d3c66045233d27583,2,SALVO,1,1
873d3c66045233d27583,3,FRACO,0,5
b0396134649d4505b5e6,1,LAZER,0,2
b0396134649d4505b5e6,2,DENTE,0,0
b0396134649d4505b5e6,3,PAZÃO,0,5
70b04f12dc8b54846244,1,ETAPA,2,1
70b04f12dc8b54846244,2,RISCO,1,1
70b04f12dc8b54846244,3,BELGA,1,0
70b04f12dc8b54846244,4,XEQUE,0,0
70b04f12dc8b54846244,5,NOVAS,2,0
70b04f12dc8b54846244,6,XAMPU,2,0
cf6b367b46b15c765a5c,1,IDEIA,0,5
631c004f1ee58d3e36f7,1,VENTO,0,5
4b5a4c05710f3aed73d4,1,ENTRE,2,0
4b5a4c05710f3aed73d4,2,PRATO,0,5
e09f3388f5c9685164bc,1,FALSO,0,1
e09f3388f5c9685164bc,2,ISOLA,1,0
e09f3388f5c9685164bc,3,NEGRO,0,2
e09f3388f5c9685164bc,4,SALVO,0,1
e09f3388f5c9685164bc,5,GANHO,0,1
e09f3388f5c9685164bc,6,ACHAR,0,0
ea9821975f712b955e15,1,ORAÇÃ,0,5
94695eb112f877a0e660,1,TROÇA,1,1
94695eb112f877a0e660,2,UMBRO,1,1
94695eb112f877a0e660,3,ÚNICO,0,1
94695eb112f877a0e660,4,TUMOR,1,2
94695eb112f877a0e660,5,FICHA,0,0
94695eb112f877a0e660,6,DENTE,1,1
cad77a3ac37f0908843f,1,METAL,0,5
8791c31159c25feefbe3,1,SENDO,0,2
8791c31159c25feefbe3,2,IDADE,1,0
8791c31159c25feefbe3,3,TEMPO,0,5
76829b66dc3f2618c9a8,1,OUVIR,0,0
76829b66dc3f2618c9a8,2,JUSTO,0,0
76829b66dc3f2618c9a8,3,DANÇA,0,5
2841c28bb8b28bbc23a3,1,NUVEM,0,5
3031444822f7b680157c,1,CESTA,0,0
3031444822f7b680157c,2,ORDEM,1,0
3031444822f7b680157c,3,HAVIA,3,0
3031444822f7b680157c,4,PODER,1,0
3031444822f7b680157c,5,MAGRO,0,1
3031444822f7b680157c,6,DADOS,1,0
1f1b6c4a2525ddca1524,1,NUVEM,3,0
1f1b6c4a2525ddca1524,2,VENTO,0,5
3414feca9ef918ec7d04,1,PACTO,1,1
3414feca9ef918ec7d04,2,ZUMBI,0,0
3414feca9ef918ec7d04,3,CORVO,0,5
663e3ddfc58fecc7d31c,1,TROCA,1,0
663e3ddfc58fecc7d31c,2,FUMAR,1,0
663e3ddfc58fecc7d31c,3,LANCE,1,0
663e3ddfc58fecc7d31c,4,PACTO,0,0
663e3ddfc58fecc7d31c,5,QUERO,2,0
663e3ddfc58fecc7d31c,6,MUITO,1,0
fbe9b864b20ccc0a007a,1,SOBRE,1,0
fbe9b864b20ccc0a007a,2,VERBO,2,0
fbe9b864b20ccc0a007a,3,NUVEM,0,5
2544044781f3bbc13b48,1,GRADE,0,2
2544044781f3bbc13b48,2,SIGNO,0,1
2544044781f3bbc13b48,3,VERBO,1,1
2544044781f3bbc13b48,4,SUAVE,0,1
2544044781f3bbc13b48,5,IDADE,0,1
2544044781f3bbc13b48,6,CIRCO,1,1
5f839741694703773c9c,1,HERÓI,0,5
8df8b627e798686f26ab,1,RISCO,0,1
8df8b627e798686f26ab,2,MOLHO,0,1
8df8b627e798686f26ab,3,PAUSA,0,2
8df8b627e798686f26ab,4,JOGAR,2,0
8df8b627e798686f26ab,5,NUNCA,1,0
8df8b627e798686f26ab,6,GOLPE,2,0
4602c9761ec44440e398,1,FRACO,0,5
06bf7eb1c260a12e47c4,1,NUVEM,0,5
0013338e6b391523a575,1,WAGON,1,1
0013338e6b391523a575,2,GESTO,0,1
0013338e6b391523a575,3,ÚNICO,0,1
0013338e6b391523a575,4,DADOS,1,1
0013338e6b391523a575,5,SIGNO,0,1
0013338e6b391523a575,6,JOGAR,2,0
f9f2bf308b954bbe0865,1,GANHO,0,1
f9f2bf308b954bbe0865,2,NOVAS,1,0
f9f2bf308b954bbe0865,3,TUMOR,1,2
f9f2bf308b954bbe0865,4,FALSO,0,1
f9f2bf308b954bbe0865,5,BAIXO,0,1
f9f2bf308b954bbe0865,6,URGIR,0,0
586d052ea7d5dc8c3cf7,1,BOLSO,0,0
586d052ea7d5dc8c3cf7,2,SABOR,1,0
